t,x,y,z,roll,pitch,yaw,vx,vy,vz,wx,wy,wz
12.546000,1.01019859,0.00000365,0.53499925,-0.00000098,0.00011249,0.00000000,0.00020123,0.00000038,-0.00000022,-0.00000084,0.00010768,0.00000002
12.548000,1.01019899,0.00000365,0.53499925,-0.00000098,0.00011271,0.00000000,0.00020044,0.00000038,-0.00000021,-0.00000082,0.00010476,0.00000002
12.550000,1.01019939,0.00000366,0.53499925,-0.00000098,0.00011292,0.00000000,0.00019965,0.00000038,-0.00000021,-0.00000080,0.00010181,0.00000002
12.552000,1.01019979,0.00000366,0.53499925,-0.00000098,0.00011312,0.00000000,0.00019886,0.00000037,-0.00000020,-0.00000078,0.00009884,0.00000002
12.554000,1.01020019,0.00000366,0.53499925,-0.00000098,0.00011331,0.00000000,0.00019807,0.00000037,-0.00000019,-0.00000076,0.00009584,0.00000002
12.556000,1.01020058,0.00000366,0.53499925,-0.00000099,0.00011351,0.00000000,0.00019728,0.00000036,-0.00000019,-0.00000074,0.00009282,0.00000002
12.558000,1.01020098,0.00000366,0.53499925,-0.00000099,0.00011369,0.00000000,0.00019649,0.00000036,-0.00000018,-0.00000072,0.00008978,0.00000002
12.560000,1.01020137,0.00000366,0.53499925,-0.00000099,0.00011387,0.00000001,0.00019570,0.00000036,-0.00000017,-0.00000070,0.00008671,0.00000002
12.562000,1.01020176,0.00000366,0.53499925,-0.00000099,0.00011404,0.00000001,0.00019491,0.00000035,-0.00000017,-0.00000068,0.00008362,0.00000002
12.564000,1.01020215,0.00000366,0.53499925,-0.00000099,0.00011420,0.00000001,0.00019412,0.00000035,-0.00000016,-0.00000066,0.00008051,0.00000002
12.566000,1.01020254,0.00000366,0.53499925,-0.00000099,0.00011436,0.00000001,0.00019333,0.00000034,-0.00000015,-0.00000064,0.00007738,0.00000002
12.568000,1.01020293,0.00000366,0.53499925,-0.00000099,0.00011452,0.00000001,0.00019254,0.00000034,-0.00000014,-0.00000062,0.00007422,0.00000002
12.570000,1.01020331,0.00000366,0.53499925,-0.00000100,0.00011466,0.00000001,0.00019175,0.00000033,-0.00000014,-0.00000060,0.00007104,0.00000002
12.572000,1.01020369,0.00000366,0.53499925,-0.00000100,0.00011480,0.00000001,0.00019095,0.00000033,-0.00000013,-0.00000058,0.00006785,0.00000002
12.574000,1.01020408,0.00000366,0.53499925,-0.00000100,0.00011494,0.00000001,0.00019016,0.00000033,-0.00000012,-0.00000055,0.00006463,0.00000002
12.576000,1.01020446,0.00000366,0.53499925,-0.00000100,0.00011507,0.00000001,0.00018937,0.00000032,-0.00000011,-0.00000053,0.00006139,0.00000002
12.578000,1.01020483,0.00000367,0.53499925,-0.00000100,0.00011519,0.00000001,0.00018858,0.00000032,-0.00000011,-0.00000051,0.00005813,0.00000002
12.580000,1.01020521,0.00000367,0.53499925,-0.00000100,0.00011530,0.00000001,0.00018779,0.00000031,-0.00000010,-0.00000049,0.00005486,0.00000002
12.582000,1.01020559,0.00000367,0.53499925,-0.00000100,0.00011541,0.00000001,0.00018700,0.00000031,-0.00000009,-0.00000047,0.00005156,0.00000002
12.584000,1.01020596,0.00000367,0.53499925,-0.00000100,0.00011551,0.00000001,0.00018621,0.00000030,-0.00000008,-0.00000044,0.00004825,0.00000002
12.586000,1.01020633,0.00000367,0.53499925,-0.00000100,0.00011561,0.00000001,0.00018541,0.00000030,-0.00000008,-0.00000042,0.00004492,0.00000002
12.588000,1.01020670,0.00000367,0.53499925,-0.00000100,0.00011569,0.00000001,0.00018462,0.00000029,-0.00000007,-0.00000040,0.00004158,0.00000002
12.590000,1.01020707,0.00000367,0.53499925,-0.00000100,0.00011578,0.00000001,0.00018383,0.00000029,-0.00000006,-0.00000037,0.00003821,0.00000002
12.592000,1.01020744,0.00000367,0.53499925,-0.00000101,0.00011585,0.00000001,0.00018305,0.00000028,-0.00000005,-0.00000035,0.00003483,0.00000002
12.594000,1.01020780,0.00000367,0.53499924,-0.00000101,0.00011592,0.00000001,0.00018226,0.00000028,-0.00000004,-0.00000033,0.00003144,0.00000002
12.596000,1.01020817,0.00000367,0.53499924,-0.00000101,0.00011598,0.00000001,0.00018147,0.00000028,-0.00000004,-0.00000030,0.00002803,0.00000002
12.598000,1.01020853,0.00000367,0.53499924,-0.00000101,0.00011603,0.00000001,0.00018068,0.00000027,-0.00000003,-0.00000028,0.00002461,0.00000002
12.600000,1.01020889,0.00000367,0.53499924,-0.00000101,0.00011608,0.00000001,0.00017989,0.00000027,-0.00000002,-0.00000025,0.00002117,0.00000002
12.602000,1.01020925,0.00000367,0.53499924,-0.00000101,0.00011612,0.00000001,0.00017911,0.00000026,-0.00000001,-0.00000023,0.00001772,0.00000002
12.604000,1.01020961,0.00000367,0.53499924,-0.00000101,0.00011616,0.00000001,0.00017832,0.00000026,-0.00000000,-0.00000021,0.00001426,0.00000002
12.606000,1.01020997,0.00000367,0.53499924,-0.00000101,0.00011618,0.00000001,0.00017754,0.00000025,0.00000001,-0.00000018,0.00001078,0.00000002
12.608000,1.01021032,0.00000367,0.53499924,-0.00000101,0.00011620,0.00000001,0.00017676,0.00000025,0.00000001,-0.00000016,0.00000729,0.00000002
12.610000,1.01021067,0.00000367,0.53499924,-0.00000101,0.00011622,0.00000001,0.00017598,0.00000024,0.00000002,-0.00000013,0.00000380,0.00000002
12.612000,1.01021102,0.00000367,0.53499924,-0.00000101,0.00011622,0.00000001,0.00017520,0.00000024,0.00000003,-0.00000011,0.00000029,0.00000002
12.614000,1.01021137,0.00000368,0.53499924,-0.00000101,0.00011622,0.00000001,0.00017442,0.00000023,0.00000004,-0.00000008,-0.00000323,0.00000002
12.616000,1.01021172,0.00000368,0.53499924,-0.00000101,0.00011621,0.00000001,0.00017364,0.00000023,0.00000005,-0.00000006,-0.00000676,0.00000002
12.618000,1.01021207,0.00000368,0.53499925,-0.00000101,0.00011620,0.00000001,0.00017286,0.00000022,0.00000006,-0.00000003,-0.00001030,0.00000002
12.620000,1.01021242,0.00000368,0.53499925,-0.00000101,0.00011617,0.00000001,0.00017209,0.00000022,0.00000007,-0.00000001,-0.00001384,0.00000002
12.622000,1.01021276,0.00000368,0.53499925,-0.00000101,0.00011615,0.00000001,0.00017132,0.00000021,0.00000008,0.00000002,-0.00001739,0.00000002
12.624000,1.01021310,0.00000368,0.53499925,-0.00000101,0.00011611,0.00000001,0.00017055,0.00000021,0.00000008,0.00000005,-0.00002095,0.00000002
12.626000,1.01021344,0.00000368,0.53499925,-0.00000101,0.00011606,0.00000001,0.00016978,0.00000020,0.00000009,0.00000007,-0.00002452,0.00000002
12.628000,1.01021378,0.00000368,0.53499925,-0.00000101,0.00011601,0.00000001,0.00016901,0.00000020,0.00000010,0.00000010,-0.00002809,0.00000002
12.630000,1.01021412,0.00000368,0.53499925,-0.00000101,0.00011596,0.00000001,0.00016825,0.00000019,0.00000011,0.00000012,-0.00003167,0.00000002
12.632000,1.01021446,0.00000368,0.53499925,-0.00000101,0.00011589,0.00000001,0.00016749,0.00000019,0.00000012,0.00000015,-0.00003525,0.00000002
12.634000,1.01021479,0.00000368,0.53499925,-0.00000101,0.00011582,0.00000001,0.00016673,0.00000018,0.00000013,0.00000018,-0.00003883,0.00000002
12.636000,1.01021512,0.00000368,0.53499925,-0.00000101,0.00011574,0.00000001,0.00016597,0.00000018,0.00000014,0.00000020,-0.00004242,0.00000002
12.638000,1.01021545,0.00000368,0.53499925,-0.00000101,0.00011565,0.00000001,0.00016522,0.00000017,0.00000015,0.00000023,-0.00004601,0.00000002
12.640000,1.01021578,0.00000368,0.53499925,-0.00000101,0.00011556,0.00000001,0.00016447,0.00000017,0.00000016,0.00000025,-0.00004960,0.00000002
12.642000,1.01021611,0.00000368,0.53499925,-0.00000101,0.00011546,0.00000001,0.00016372,0.00000016,0.00000016,0.00000028,-0.00005320,0.00000002
12.644000,1.01021644,0.00000368,0.53499925,-0.00000101,0.00011535,0.00000001,0.00016297,0.00000016,0.00000017,0.00000031,-0.00005679,0.00000002
12.646000,1.01021677,0.00000368,0.53499925,-0.00000101,0.00011523,0.00000001,0.00016223,0.00000016,0.00000018,0.00000033,-0.00006039,0.00000002
12.648000,1.01021709,0.00000368,0.53499925,-0.00000101,0.00011511,0.00000001,0.00016149,0.00000015,0.00000019,0.00000036,-0.00006398,0.00000001
12.650000,1.01021741,0.00000368,0.53499925,-0.00000101,0.00011498,0.00000001,0.00016076,0.00000015,0.00000020,0.00000039,-0.00006757,0.00000001
12.652000,1.01021773,0.00000368,0.53499925,-0.00000100,0.00011484,0.00000001,0.00016002,0.00000014,0.00000021,0.00000041,-0.00007116,0.00000001
12.654000,1.01021805,0.00000368,0.53499925,-0.00000100,0.00011470,0.00000001,0.00015930,0.00000014,0.00000022,0.00000044,-0.00007475,0.00000001
12.656000,1.01021837,0.00000368,0.53499925,-0.00000100,0.00011455,0.00000001,0.00015857,0.00000013,0.00000023,0.00000047,-0.00007834,0.00000001
12.658000,1.01021869,0.00000368,0.53499925,-0.00000100,0.00011439,0.00000001,0.00015785,0.00000013,0.00000024,0.00000049,-0.00008192,0.00000001
12.660000,1.01021900,0.00000368,0.53499925,-0.00000100,0.00011423,0.00000001,0.00015713,0.00000012,0.00000025,0.00000052,-0.00008549,0.00000001
12.662000,1.01021932,0.00000368,0.53499925,-0.00000100,0.00011405,0.00000001,0.00015642,0.00000012,0.00000025,0.00000055,-0.00008906,0.00000001
12.664000,1.01021963,0.00000368,0.53499925,-0.00000100,0.00011387,0.00000001,0.00015571,0.00000011,0.00000026,0.00000057,-0.00009262,0.00000001
12.666000,1.01021994,0.00000368,0.53499925,-0.00000100,0.00011369,0.00000001,0.00015501,0.00000011,0.00000027,0.00000060,-0.00009618,0.00000001
12.668000,1.01022025,0.00000368,0.53499925,-0.00000100,0.00011349,0.00000001,0.00015431,0.00000010,0.00000028,0.00000063,-0.00009973,0.00000001
12.670000,1.01022056,0.00000368,0.53499925,-0.00000100,0.00011329,0.00000001,0.00015362,0.00000010,0.00000029,0.00000065,-0.00010327,0.00000001
12.672000,1.01022086,0.00000368,0.53499925,-0.00000099,0.00011308,0.00000001,0.00015293,0.00000009,0.00000030,0.00000068,-0.00010680,0.00000001
12.674000,1.01022117,0.00000369,0.53499926,-0.00000099,0.00011287,0.00000001,0.00015225,0.00000009,0.00000031,0.00000071,-0.00011033,0.00000001
12.676000,1.01022148,0.00000369,0.53499926,-0.00000099,0.00011264,0.00000001,0.00015157,0.00000008,0.00000032,0.00000073,-0.00011384,0.00000001
12.678000,1.01022178,0.00000369,0.53499926,-0.00000099,0.00011241,0.00000001,0.00015090,0.00000008,0.00000033,0.00000076,-0.00011734,0.00000001
12.680000,1.01022208,0.00000369,0.53499926,-0.00000099,0.00011218,0.00000001,0.00015023,0.00000008,0.00000034,0.00000079,-0.00012083,0.00000001
12.682000,1.01022238,0.00000369,0.53499926,-0.00000099,0.00011194,0.00000001,0.00014957,0.00000007,0.00000035,0.00000081,-0.00012431,0.00000001
12.684000,1.01022268,0.00000369,0.53499926,-0.00000098,0.00011168,0.00000001,0.00014891,0.00000007,0.00000035,0.00000084,-0.00012777,0.00000001
12.686000,1.01022298,0.00000369,0.53499926,-0.00000098,0.00011143,0.00000001,0.00014826,0.00000006,0.00000036,0.00000087,-0.00013122,0.00000001
12.688000,1.01022327,0.00000369,0.53499926,-0.00000098,0.00011116,0.00000001,0.00014762,0.00000006,0.00000037,0.00000089,-0.00013466,0.00000001
12.690000,1.01022357,0.00000369,0.53499926,-0.00000098,0.00011089,0.00000001,0.00014698,0.00000005,0.00000038,0.00000092,-0.00013808,0.00000001
12.692000,1.01022386,0.00000369,0.53499926,-0.00000098,0.00011061,0.00000001,0.00014635,0.00000005,0.00000039,0.00000095,-0.00014149,0.00000001
12.694000,1.01022415,0.00000369,0.53499926,-0.00000098,0.00011033,0.00000001,0.00014572,0.00000005,0.00000040,0.00000097,-0.00014487,0.00000001
12.696000,1.01022444,0.00000369,0.53499926,-0.00000097,0.00011004,0.00000001,0.00014511,0.00000004,0.00000041,0.00000100,-0.00014824,0.00000001
12.698000,1.01022473,0.00000369,0.53499926,-0.00000097,0.00010974,0.00000001,0.00014450,0.00000004,0.00000042,0.00000102,-0.00015160,0.00000001
12.700000,1.01022502,0.00000369,0.53499926,-0.00000097,0.00010944,0.00000001,0.00014389,0.00000003,0.00000043,0.00000105,-0.00015493,0.00000001
12.702000,1.01022531,0.00000369,0.53499927,-0.00000097,0.00010912,0.00000001,0.00014330,0.00000003,0.00000043,0.00000108,-0.00015825,0.00000001
12.704000,1.01022560,0.00000369,0.53499927,-0.00000097,0.00010881,0.00000001,0.00014271,0.00000002,0.00000044,0.00000110,-0.00016154,0.00000001
12.706000,1.01022588,0.00000369,0.53499927,-0.00000096,0.00010848,0.00000001,0.00014213,0.00000002,0.00000045,0.00000113,-0.00016482,0.00000001
12.708000,1.01022617,0.00000369,0.53499927,-0.00000096,0.00010815,0.00000001,0.00014155,0.00000002,0.00000046,0.00000115,-0.00016807,0.00000001
12.710000,1.01022645,0.00000369,0.53499927,-0.00000096,0.00010781,0.00000001,0.00014099,0.00000001,0.00000047,0.00000118,-0.00017130,0.00000001
12.712000,1.01022673,0.00000369,0.53499927,-0.00000096,0.00010747,0.00000001,0.00014043,0.00000001,0.00000048,0.00000120,-0.00017451,0.00000001
12.714000,1.01022701,0.00000369,0.53499927,-0.00000095,0.00010712,0.00000001,0.00013988,0.00000001,0.00000049,0.00000123,-0.00017769,0.00000001
12.716000,1.01022729,0.00000369,0.53499927,-0.00000095,0.00010676,0.00000001,0.00013934,0.00000000,0.00000049,0.00000125,-0.00018085,0.00000001
12.718000,1.01022757,0.00000369,0.53499927,-0.00000095,0.00010640,0.00000001,0.00013881,-0.00000000,0.00000050,0.00000128,-0.00018399,0.00000001
12.720000,1.01022785,0.00000369,0.53499927,-0.00000095,0.00010603,0.00000001,0.00013828,-0.00000000,0.00000051,0.00000130,-0.00018710,0.00000001
12.722000,1.01022812,0.00000369,0.53499928,-0.00000094,0.00010565,0.00000001,0.00013777,-0.00000001,0.00000052,0.00000133,-0.00019018,0.00000001
12.724000,1.01022840,0.00000369,0.53499928,-0.00000094,0.00010527,0.00000001,0.00013726,-0.00000001,0.00000053,0.00000135,-0.00019324,0.00000001
12.726000,1.01022867,0.00000369,0.53499928,-0.00000094,0.00010488,0.00000001,0.00013677,-0.00000001,0.00000054,0.00000138,-0.00019626,0.00000000
12.728000,1.01022894,0.00000369,0.53499928,-0.00000094,0.00010449,0.00000001,0.00013628,-0.00000002,0.00000054,0.00000140,-0.00019927,0.00000000
12.730000,1.01022922,0.00000369,0.53499928,-0.00000093,0.00010409,0.00000001,0.00013580,-0.00000002,0.00000055,0.00000142,-0.00020224,0.00000000
12.732000,1.01022949,0.00000369,0.53499928,-0.00000093,0.00010368,0.00000001,0.00013533,-0.00000002,0.00000056,0.00000145,-0.00020518,0.00000000
12.734000,1.01022976,0.00000369,0.53499928,-0.00000093,0.00010327,0.00000001,0.00013488,-0.00000003,0.00000057,0.00000147,-0.00020809,0.00000000
12.736000,1.01023003,0.00000369,0.53499928,-0.00000092,0.00010285,0.00000001,0.00013443,-0.00000003,0.00000057,0.00000149,-0.00021097,0.00000000
12.738000,1.01023030,0.00000369,0.53499928,-0.00000092,0.00010243,0.00000001,0.00013399,-0.00000003,0.00000058,0.00000152,-0.00021383,0.00000000
12.740000,1.01023057,0.00000369,0.53499929,-0.00000092,0.00010200,0.00000001,0.00013356,-0.00000003,0.00000059,0.00000154,-0.00021664,0.00000000
12.742000,1.01023083,0.00000369,0.53499929,-0.00000091,0.00010157,0.00000001,0.00013314,-0.00000004,0.00000060,0.00000156,-0.00021943,0.00000000
12.744000,1.01023110,0.00000369,0.53499929,-0.00000091,0.00010112,0.00000001,0.00013274,-0.00000004,0.00000061,0.00000158,-0.00022218,0.00000000
12.746000,1.01023136,0.00000369,0.53499929,-0.00000091,0.00010068,0.00000001,0.00013234,-0.00000004,0.00000061,0.00000160,-0.00022490,0.00000000
12.748000,1.01023163,0.00000369,0.53499929,-0.00000091,0.00010023,0.00000001,0.00013195,-0.00000004,0.00000062,0.00000163,-0.00022759,0.00000000
12.750000,1.01023189,0.00000369,0.53499929,-0.00000090,0.00009977,0.00000001,0.00013158,-0.00000005,0.00000063,0.00000165,-0.00023024,0.00000000
12.752000,1.01023215,0.00000369,0.53499929,-0.00000090,0.00009931,0.00000001,0.00013121,-0.00000005,0.00000063,0.00000167,-0.00023285,0.00000000
12.754000,1.01023242,0.00000369,0.53499929,-0.00000090,0.00009884,0.00000001,0.00013086,-0.00000005,0.00000064,0.00000169,-0.00023543,0.00000000
12.756000,1.01023268,0.00000369,0.53499929,-0.00000089,0.00009837,0.00000001,0.00013052,-0.00000005,0.00000065,0.00000171,-0.00023798,0.00000000
12.758000,1.01023294,0.00000369,0.53499930,-0.00000089,0.00009789,0.00000001,0.00013019,-0.00000005,0.00000065,0.00000173,-0.00024048,0.00000000
12.760000,1.01023320,0.00000369,0.53499930,-0.00000089,0.00009741,0.00000001,0.00012987,-0.00000006,0.00000066,0.00000175,-0.00024295,0.00000000
12.762000,1.01023346,0.00000369,0.53499930,-0.00000088,0.00009692,0.00000001,0.00012956,-0.00000006,0.00000067,0.00000177,-0.00024538,0.00000000
12.764000,1.01023372,0.00000369,0.53499930,-0.00000088,0.00009643,0.00000001,0.00012927,-0.00000006,0.00000067,0.00000179,-0.00024777,0.00000000
12.766000,1.01023398,0.00000369,0.53499930,-0.00000087,0.00009594,0.00000001,0.00012898,-0.00000006,0.00000068,0.00000181,-0.00025012,0.00000000
12.768000,1.01023423,0.00000369,0.53499930,-0.00000087,0.00009543,0.00000001,0.00012871,-0.00000006,0.00000069,0.00000183,-0.00025244,-0.00000000
12.770000,1.01023449,0.00000369,0.53499930,-0.00000087,0.00009493,0.00000001,0.00012845,-0.00000006,0.00000069,0.00000185,-0.00025471,-0.00000000
12.772000,1.01023475,0.00000368,0.53499931,-0.00000086,0.00009442,0.00000001,0.00012820,-0.00000007,0.00000070,0.00000187,-0.00025694,-0.00000000
12.774000,1.01023500,0.00000368,0.53499931,-0.00000086,0.00009390,0.00000001,0.00012797,-0.00000007,0.00000070,0.00000189,-0.00025913,-0.00000000
12.776000,1.01023526,0.00000368,0.53499931,-0.00000086,0.00009338,0.00000001,0.00012775,-0.00000007,0.00000071,0.00000190,-0.00026129,-0.00000000
12.778000,1.01023552,0.00000368,0.53499931,-0.00000085,0.00009286,0.00000001,0.00012754,-0.00000007,0.00000072,0.00000192,-0.00026339,-0.00000000
12.780000,1.01023577,0.00000368,0.53499931,-0.00000085,0.00009233,0.00000001,0.00012734,-0.00000007,0.00000072,0.00000194,-0.00026546,-0.00000000
12.782000,1.01023602,0.00000368,0.53499931,-0.00000084,0.00009180,0.00000001,0.00012715,-0.00000007,0.00000073,0.00000195,-0.00026749,-0.00000000
12.784000,1.01023628,0.00000368,0.53499931,-0.00000084,0.00009126,0.00000001,0.00012698,-0.00000007,0.00000073,0.00000197,-0.00026947,-0.00000000
12.786000,1.01023653,0.00000368,0.53499932,-0.00000084,0.00009072,0.00000001,0.00012682,-0.00000007,0.00000074,0.00000199,-0.00027141,-0.00000000
12.788000,1.01023679,0.00000368,0.53499932,-0.00000083,0.00009018,0.00000001,0.00012667,-0.00000007,0.00000074,0.00000200,-0.00027330,-0.00000000
12.790000,1.01023704,0.00000368,0.53499932,-0.00000083,0.00008963,0.00000001,0.00012653,-0.00000007,0.00000075,0.00000202,-0.00027515,-0.00000000
12.792000,1.01023729,0.00000368,0.53499932,-0.00000082,0.00008908,0.00000001,0.00012641,-0.00000007,0.00000075,0.00000204,-0.00027696,-0.00000000
12.794000,1.01023755,0.00000368,0.53499932,-0.00000082,0.00008853,0.00000001,0.00012630,-0.00000007,0.00000075,0.00000205,-0.00027872,-0.00000000
12.796000,1.01023780,0.00000368,0.53499932,-0.00000082,0.00008797,0.00000001,0.00012620,-0.00000007,0.00000076,0.00000206,-0.00028044,-0.00000000
12.798000,1.01023805,0.00000368,0.53499932,-0.00000081,0.00008741,0.00000001,0.00012612,-0.00000007,0.00000076,0.00000208,-0.00028211,-0.00000000
12.800000,1.01023830,0.00000368,0.53499933,-0.00000081,0.00008684,0.00000001,0.00012605,-0.00000007,0.00000077,0.00000209,-0.00028374,-0.00000000
12.802000,1.01023855,0.00000368,0.53499933,-0.00000080,0.00008627,0.00000001,0.00012599,-0.00000007,0.00000077,0.00000211,-0.00028532,-0.00000000
12.804000,1.01023881,0.00000368,0.53499933,-0.00000080,0.00008570,0.00000001,0.00012594,-0.00000007,0.00000077,0.00000212,-0.00028686,-0.00000000
12.806000,1.01023906,0.00000368,0.53499933,-0.00000080,0.00008513,0.00000001,0.00012591,-0.00000007,0.00000078,0.00000213,-0.00028835,-0.00000000
12.808000,1.01023931,0.00000368,0.53499933,-0.00000079,0.00008455,0.00000001,0.00012589,-0.00000007,0.00000078,0.00000215,-0.00028980,-0.00000000
12.810000,1.01023956,0.00000368,0.53499933,-0.00000079,0.00008397,0.00000001,0.00012588,-0.00000007,0.00000078,0.00000216,-0.00029119,-0.00000000
12.812000,1.01023981,0.00000368,0.53499934,-0.00000078,0.00008339,0.00000001,0.00012588,-0.00000006,0.00000079,0.00000217,-0.00029255,-0.00000000
12.814000,1.01024007,0.00000368,0.53499934,-0.00000078,0.00008280,0.00000001,0.00012590,-0.00000006,0.00000079,0.00000218,-0.00029385,-0.00000000
12.816000,1.01024032,0.00000368,0.53499934,-0.00000077,0.00008221,0.00000001,0.00012593,-0.00000006,0.00000079,0.00000219,-0.00029511,-0.00000000
12.818000,1.01024057,0.00000368,0.53499934,-0.00000077,0.00008162,0.00000001,0.00012598,-0.00000006,0.00000080,0.00000220,-0.00029632,-0.00000000
12.820000,1.01024082,0.00000368,0.53499934,-0.00000076,0.00008103,0.00000001,0.00012603,-0.00000006,0.00000080,0.00000221,-0.00029749,-0.00000000
12.822000,1.01024107,0.00000368,0.53499934,-0.00000076,0.00008043,0.00000001,0.00012610,-0.00000006,0.00000080,0.00000223,-0.00029861,-0.00000000
12.824000,1.01024133,0.00000368,0.53499935,-0.00000076,0.00007983,0.00000001,0.00012618,-0.00000006,0.00000080,0.00000224,-0.00029968,-0.00000000
12.826000,1.01024158,0.00000368,0.53499935,-0.00000075,0.00007923,0.00000001,0.00012628,-0.00000005,0.00000080,0.00000224,-0.00030070,-0.00000000
12.828000,1.01024183,0.00000368,0.53499935,-0.00000075,0.00007863,0.00000001,0.00012638,-0.00000005,0.00000081,0.00000225,-0.00030168,-0.00000000
12.830000,1.01024208,0.00000368,0.53499935,-0.00000074,0.00007803,0.00000001,0.00012650,-0.00000005,0.00000081,0.00000226,-0.00030261,-0.00000000
12.832000,1.01024234,0.00000368,0.53499935,-0.00000074,0.00007742,0.00000001,0.00012663,-0.00000005,0.00000081,0.00000227,-0.00030349,-0.00000000
12.834000,1.01024259,0.00000368,0.53499935,-0.00000073,0.00007682,0.00000001,0.00012677,-0.00000004,0.00000081,0.00000228,-0.00030433,-0.00000000
12.836000,1.01024284,0.00000368,0.53499935,-0.00000073,0.00007621,0.00000001,0.00012693,-0.00000004,0.00000081,0.00000229,-0.00030512,-0.00000000
12.838000,1.01024310,0.00000368,0.53499936,-0.00000072,0.00007560,0.00000001,0.00012709,-0.00000004,0.00000081,0.00000229,-0.00030586,-0.00000000
12.840000,1.01024335,0.00000368,0.53499936,-0.00000072,0.00007498,0.00000001,0.00012727,-0.00000004,0.00000081,0.00000230,-0.00030656,-0.00000000
12.842000,1.01024361,0.00000368,0.53499936,-0.00000072,0.00007437,0.00000001,0.00012746,-0.00000003,0.00000081,0.00000231,-0.00030720,-0.00000000
12.844000,1.01024386,0.00000368,0.53499936,-0.00000071,0.00007376,0.00000001,0.00012766,-0.00000003,0.00000081,0.00000231,-0.00030781,-0.00000000
12.846000,1.01024412,0.00000368,0.53499936,-0.00000071,0.00007314,0.00000001,0.00012787,-0.00000003,0.00000081,0.00000232,-0.00030836,-0.00000000
12.848000,1.01024437,0.00000368,0.53499936,-0.00000070,0.00007252,0.00000001,0.00012809,-0.00000002,0.00000081,0.00000233,-0.00030887,-0.00000000
12.850000,1.01024463,0.00000368,0.53499937,-0.00000070,0.00007191,0.00000001,0.00012833,-0.00000002,0.00000081,0.00000233,-0.00030934,-0.00000000
12.852000,1.01024489,0.00000368,0.53499937,-0.00000069,0.00007129,0.00000001,0.00012857,-0.00000002,0.00000081,0.00000234,-0.00030975,-0.00000000
12.854000,1.01024514,0.00000368,0.53499937,-0.00000069,0.00007067,0.00000001,0.00012882,-0.00000001,0.00000081,0.00000234,-0.00031013,-0.00000000
12.856000,1.01024540,0.00000368,0.53499937,-0.00000068,0.00007005,0.00000001,0.00012909,-0.00000001,0.00000081,0.00000234,-0.00031045,-0.00000000
12.858000,1.01024566,0.00000368,0.53499937,-0.00000068,0.00006943,0.00000001,0.00012936,-0.00000001,0.00000081,0.00000235,-0.00031073,-0.00000000
12.860000,1.01024592,0.00000368,0.53499937,-0.00000067,0.00006880,0.00000001,0.00012965,-0.00000000,0.00000080,0.00000235,-0.00031097,-0.00000000
12.862000,1.01024618,0.00000368,0.53499938,-0.00000067,0.00006818,0.00000001,0.00012994,0.00000000,0.00000080,0.00000235,-0.00031116,-0.00000000
12.864000,1.01024644,0.00000368,0.53499938,-0.00000066,0.00006756,0.00000001,0.00013025,0.00000000,0.00000080,0.00000236,-0.00031130,-0.00000000
12.866000,1.01024670,0.00000368,0.53499938,-0.00000066,0.00006694,0.00000001,0.00013056,0.00000001,0.00000080,0.00000236,-0.00031141,-0.00000000
12.868000,1.01024696,0.00000368,0.53499938,-0.00000065,0.00006631,0.00000001,0.00013088,0.00000001,0.00000080,0.00000236,-0.00031147,-0.00000000
12.870000,1.01024722,0.00000368,0.53499938,-0.00000065,0.00006569,0.00000001,0.00013121,0.00000002,0.00000079,0.00000236,-0.00031148,-0.00000000
12.872000,1.01024748,0.00000368,0.53499938,-0.00000064,0.00006507,0.00000001,0.00013155,0.00000002,0.00000079,0.00000237,-0.00031145,-0.00000000
12.874000,1.01024775,0.00000368,0.53499939,-0.00000064,0.00006445,0.00000001,0.00013190,0.00000003,0.00000079,0.00000237,-0.00031138,-0.00000000
12.876000,1.01024801,0.00000368,0.53499939,-0.00000064,0.00006382,0.00000001,0.00013226,0.00000003,0.00000078,0.00000237,-0.00031126,-0.00000000
12.878000,1.01024828,0.00000368,0.53499939,-0.00000063,0.00006320,0.00000001,0.00013262,0.00000003,0.00000078,0.00000237,-0.00031111,-0.00000000
12.880000,1.01024854,0.00000368,0.53499939,-0.00000063,0.00006258,0.00000001,0.00013299,0.00000004,0.00000078,0.00000237,-0.00031091,-0.00000000
12.882000,1.01024881,0.00000368,0.53499939,-0.00000062,0.00006196,0.00000001,0.00013337,0.00000004,0.00000077,0.00000237,-0.00031067,-0.00000000
12.884000,1.01024907,0.00000368,0.53499939,-0.00000062,0.00006133,0.00000001,0.00013376,0.00000005,0.00000077,0.00000237,-0.00031039,-0.00000000
12.886000,1.01024934,0.00000368,0.53499939,-0.00000061,0.00006071,0.00000001,0.00013415,0.00000005,0.00000077,0.00000237,-0.00031006,-0.00000000
12.888000,1.01024961,0.00000368,0.53499940,-0.00000061,0.00006009,0.00000001,0.00013455,0.00000006,0.00000076,0.00000237,-0.00030970,-0.00000000
12.890000,1.01024988,0.00000368,0.53499940,-0.00000060,0.00005948,0.00000001,0.00013495,0.00000006,0.00000076,0.00000236,-0.00030930,-0.00000000
12.892000,1.01025015,0.00000368,0.53499940,-0.00000060,0.00005886,0.00000001,0.00013536,0.00000007,0.00000075,0.00000236,-0.00030886,-0.00000000
